Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Guinea-Bissau,GNB,2008,9.618552208,57.25462304,16100,46.66771695,9.957325747,0.28901984,0.11283744,0.117459007,227.354,0.153530325,0,0,100,227.354,0,0,2.6,0,0.766788557,72.6173542,20420,0,0,41.41369593,1218.46,126,54.4480846,814.0228,17324.35,3484.87,2.383809196,0,1480841,0,0,0,88.42034491,0,0,0,0,0,0,5808.0868,0,0,582341,39.325,3.383162235,0
IDA & IBRD total,IBT,2008,79.18299356,38.17543197,36537117.2,9.486147888,10.89729308,0.894763972,0.415997351,0.441134601,17464977.12,3.089466525,15.90702628,2863650.979,25.20084703,4401322.17,51.01795209,9299586.309,3.084,0,3.729471047,31.65314226,30294734.3,0,0,21.91609409,6127092.909,61.01658596,13.82665688,2287258.084,-2.79236501,5266404.226,1.320875056,0,5653072135,0,87.92240143,22.43435961,24.03292093,0,0,0,0.95743,0,0,29956424.54,0,0,2541526839,44.97223124,2.631423123,0
Mauritania,MRT,2008,30,38.47967401,396610,23.43875136,0.388085767,0.462158901,0.167669189,0.17453654,1936.176,0.568203288,0,0,91.66666667,1774.828,0,0,3,0,8.615735778,0.244494033,2520,0,0,61.26491249,5713.89,103.1,54.5371179,2303.8239,383.3333333,580,2.823791541,0,3407541,15.9,0,0,35.79535938,0,0,0,1.012030005,0,0,11721.4539,0,0,1526169,44.788,4.849112667,0
East Asia & Pacific,EAS,2008,94.46920065,48.9298208,11932369,5.919185573,9.401055597,0.719178192,0.476719871,0.496250584,11224859.74,5.155115078,6.750015767,760448.6707,21.25833417,2386218.194,64.28703775,7232725.428,3.118181818,0,2.726416006,26.13507871,6363954.6,0,0,32.87602597,2438316.798,25.2,21.28150097,843545.3961,-50.03363942,897333.4018,0.708464526,0,2177421759,0,99.52893829,14.20488824,14.75164434,0,0,0,0.9943,0,0,15695448.02,0,0,1086258603,49.88737711,2.85558066,0
Kyrgyz Republic,KGZ,2008,99.45146942,55.92909281,107272,23.48553315,6.67101147,1.63615183,0.516052812,0.53718917,7660.363,1.440269803,18.66921972,1430.13,31.64193394,2423.887,41.69459071,3193.957,3,0,7.334537906,3.93076121,7539.2,0,0,-37.06579422,3664.47,33.7,-52.94210989,1369.7877,-53.82357893,230.204,0.950220145,0,5318700,0,95.43691254,85.87666469,22.04516976,0,0,0,0,0,0,11873.2617,0,0,1876703,35.285,0.944553023,0
Nicaragua,NIC,2008,76.89929199,42.54611933,51200,16.26278988,14.12664118,0.509828771,0.193176517,0.201088591,4422.402,0.79049017,0,0,94.02985075,4158.378,0,0,3.4,0,7.382635304,27.04005318,32540,0,0,28.83929073,6198.6,25,10.3579173,3415.673,298.36,1593.44,1.302573548,0,5594506,0,80.59500122,35.52514133,52.56067057,0,0,0,1.042449951,0,0,15791.953,0,0,3162295,56.525,1.651711678,0
South Sudan,SSD,2008,1.021752357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.2,0,0,0,0,4.485712667,0,9263136,0,0,0,0,0,0,0,0,0,0,0,0,0,1626144,17.555,5.25769719,0
Dominican Republic,DOM,2008,97.576197,49.61705651,23970,6.335822168,16.55971848,0.419591529,0.205561256,0.213980581,20711.216,2.149242258,4.479461756,927.751,75.19475921,15573.749,10.19830028,2112.192,0,0,5.650151893,36.24508383,17510,0,0,12.11740091,6730.43,35.3,13.59574307,2419.488,-67.00062059,170.158,1.381014341,0,9636520,0,0,11.60785354,17.93756023,0,0,0,1.029690027,0,0,30646.076,0,0,6870839,71.3,3.192558582,0
South Asia (IDA & IBRD),TSA,2008,70.64156337,56.48222799,2695093,17.86449084,43.29302451,1.033270174,0.309246817,0.321912868,1798062.112,1.134882976,8.979352933,167214.8311,27.23336651,489672.845,57.34251615,1032100.761,3.1875,0,3.374847929,17.17654981,819592.3,0,0,23.19171118,901733.3729,68.15210791,32.28939305,281150.7488,-7.354171143,53066.9849,1.508194807,0,1584359049,0,86.99920654,18.41713925,45.22601706,0,0,0,0.94158,0,0,3019145.333,0,0,476426047,30.07058577,2.738488085,0
Early-demographic dividend,EAR,2008,76.51359301,41.20687337,13643009.4,9.9054982,12.93300947,0.738556359,0.311817064,0.328349233,5868138.752,2.079574725,22.15964196,1344645.527,38.94333157,2285248.731,31.90995691,2104360.27,3.162068966,0,3.266503287,22.464906,7437810.7,0,0,25.9745455,2304172.502,56.75518992,22.68137927,810478.3999,-37.04289036,947058.7482,1.566486492,0,2821797496,0,88.37348175,19.01642264,27.26458499,0,0,0,0.96446,0,0,8414829.011,0,0,1165447336,41.30159359,2.522334042,0
Ethiopia,ETH,2008,21.76344299,34.513,345130,45.18455837,13.606,0.269127638,0.085540771,0.089044328,6578.598,0.079084048,0,0,85.50724638,5625.178,0.613154961,40.337,3.3,0,0.400997134,12.5776,125776,0,0,50.72596439,60262.2,93.5,45.75198666,36844.12,20362.02481,71617.2,2.661154076,0,83184892,0,49.48461914,87.6356897,94.51607097,0,0,0,0.862370014,0,0,175266.23,0,0,13733826,16.51,5.076524889,0
Madagascar,MDG,2008,16.13532257,70.66581834,410950,22.32026285,5.502630945,0.208188517,0.062009646,0.064549422,1888.505,0.094441924,0,0,93.98058252,1774.828,1.747572816,33.003,3.6,0,12.05245183,21.78182068,126670,0,0,9.924380643,18737.6,69.4,-13.37440558,7872.016,207.4656132,65830.73,2.855614346,0,19996469,0,67.43195343,54.94083472,82.33425468,0,0,0,0.963970006,0,0,94468.136,0,0,6132917,30.67,4.921147987,0
Canada,CAN,2008,100,7.105155215,646108,1.597654579,4.866547681,0.347866427,0.405544115,0.418972078,561028.998,16.87519788,32.19407297,180618.085,46.10703688,258673.847,19.85894872,111414.461,0,0,4.526210919,38.20434574,3474116,0,0,39.76815463,107850,5.8,-22.22296979,35836,435.7542827,199966,1.082197086,0,33245773,0,0,61.4725274,22.52531404,0,0,0,0.986240029,0,0,908926,0,0,26788779,80.578,1.308319243,0
IDA only,IDX,2008,35.17793935,40.69665869,8290413.2,25.46983762,8.694946809,0.421994758,0.15223127,0.158466319,280383.2495,0.318837216,19.76294114,0,67.89526552,190366.9517,4.643407219,0,3.008,0,4.133453134,27.03871164,5508120.3,0,0,29.66627373,899114.7191,93.13407187,28.92162747,571907.0152,16.77027133,2964927.576,2.344920672,0,879393106,0,64.23654175,47.43433113,72.35043257,0,0,0,0.89698,0,0,4688488.343,0,0,260581283,29.69094212,3.989454073,0
El Salvador,SLV,2008,91.000227,74.80694981,15500,7.090131587,32.96332046,0.354740021,0.168483323,0.175384019,6545.595,1.071239371,0,0,90.08403361,5896.536,0,0,0,0,5.020602176,14.27606178,2958,0,0,16.97793441,3126.75,21.4,12.58186488,1505.4313,276.6270245,301.302,0.439995671,0,6110301,6.6,95.11254883,62.51675603,36.93303654,0,0,0,0.975769997,0,0,11979.6733,0,0,3890917,63.678,1.869788906,0
Tunisia,TUN,2008,99.4,63.60066941,98810,7.850502463,18.24794027,0.601104188,0.238460654,0.248227464,24825.59,2.385393342,35.3323486,8771.464,48.25701625,11980.089,0,0,0,0,5.797755001,6.179196704,9600,0,0,71.23968042,6950.67,19.4,7.46400756,2499.2944,-62.06971429,1.32756,1.055279227,0,10407336,0,92.37203217,0.48040103,14.60928812,0,0,0,1.019240022,0,0,35101.99196,0,0,6878521,66.093,1.485909786,0
Armenia,ARM,2008,99.41564941,61.42606252,17488,16.3084468,15.82016157,0.52671661,0.252903702,0.263262067,5559.172,1.911537642,74.20844327,4125.375,18.60158311,1034.094,0.329815303,18.335,3.7,0,8.092349209,11.64032315,3314,0,0,11.94622279,3234.91,20,-9.159203099,731.3489,323.8667391,491.8041,-0.850367271,0,2908220,0,105.7900238,31.17850953,6.405167492,0,0,0,0.995689988,0,0,12469.983,0,0,1850791,63.64,-1.005843506,0
"Congo, Dem. Rep.",COD,2008,11.49338341,11.33631812,257000,22.61867976,2.977437639,0.09497348,0.048080316,0.050049577,1859.169,0.030794399,2.366863905,44.004,86.5877712,1609.813,0,0,2.2,0,8.726273415,68.26395536,1547578,0,0,-29.38168284,69445.7,124.5,-26.71164427,63881.7,-48.01847437,617553,3.2935492,0,60373608,0,60.55133057,98.7150616,96.96544148,0,0,0,0.76394999,0,0,754085.86,0,0,23531217,38.976,4.600283254,0
Turkmenistan,TKM,2008,99.68326569,73.09599302,343500,10.72164948,4.234673249,2.915680405,1.301824722,1.355144524,56831.166,11.51416255,70.57039618,40105.979,28.5327139,16215.474,0,0,0,0,6.626357388,8.782159045,41270,0,0,10.08387885,32876,63.6,118.1959244,4986.908,-47.43088984,165.6699,1.338500015,0,4935762,0,0,0,0.074382295,0,0,0,0,0,0,91468.9779,0,0,2362651,47.868,1.939884046,0
St. Kitts and Nevis,KNA,2008,96.69631195,19.61538462,51,1.287695946,15.38461538,0.290915647,0.186192067,0.193818074,216.353,4.298517842,0,0,100,216.353,0,0,0,0,24.07575871,42.30769231,110,0,0,19.92371881,30.9709,14.8,72.46596432,13.265706,0,4.57,1.096749744,0,50332,0,0,0,0.012913238,0,0,0,0,0,0,0,0,0,15906,31.603,0.649660111,0
Greece,GRC,2008,100,63.72381691,82140,2.807249826,19.82932506,0.289971504,0.27171766,0.280749966,95965.39,8.662824281,8.368360718,8030.73,50.80626672,48756.432,34.17653802,32797.648,0,0,1.617501485,29.81070597,38426,0,0,6.181709577,8212.55,4,-30.77732678,5545.807,-38.64465483,1540.306,0.265457837,0,11077841,0,0,9.139750763,8.10995865,0,0,0,0,0,0,117310.663,0,0,8371303,75.568,0.754959747,0
Guam,GUM,2008,100,35.18518519,190,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2962963,250,0,0,44.87078553,67.3484,0,29.22866229,1.6615132,-100,1.78E-15,0.113246733,0,159035,0,0,0,0,0,0,0,0,0,0,80.2123132,0,0,149359,93.916,0.21313681,0
Gabon,GAB,2008,82.86296082,20.02561416,51600,4.229842032,1.261303217,0.311637268,0.177660538,0.184937113,4173.046,2.716100054,8.34797891,348.365,38.22495606,1595.145,0,0,0,0,4.984339367,85.38052548,220000,0,0,50.86100331,5247.7,68.2,346.0006096,1369.9179,1103.435481,49349.9,3.121481456,0,1536411,0,0,49.50603732,87.37661781,0,0,0,0,0,0,61809.4079,0,0,1296101,84.359,3.855570838,0
IDA total,IDA,2008,44.84271148,43.53543082,11453644.2,25.32711431,10.1140871,0.543512466,0.195969499,0.203995968,710403.1145,0.541702835,35.13664775,344345.0687,45.34822293,322155.188,7.516803096,71286.41853,3.045454545,0,3.88541399,25.70298715,6762144.4,0,0,34.44250397,1268020.759,98.33982703,29.47588981,690516.8399,15.17940509,3230239.397,2.339316048,0,1311425875,0,66.79023743,39.78937219,65.98804584,0,0,0,0.89091,0,0,5871280.301,0,0,423986701,32.37334226,3.855493804,0
Middle East & North Africa (IDA & IBRD countries),TMN,2008,94.76038367,22.6591439,1957247,7.1397648,5.618422789,0.946948943,0.329791878,0.343299409,1206362.326,3.770654534,36.24406495,438385.2134,50.15776131,605084.336,2.197107405,32514.0756,2.9,0,2.900922343,2.472790462,213594.2,0,0,60.98206025,292634.382,32.16110485,27.56102945,81935.7838,-1.128914039,8743.73338,1.816458193,0,319934461,0,90.0182724,5.197202417,2.714750036,0,0,0,0.93684,0,0,902170.4902,0,0,185755044,58.06034207,2.438424363,0
Mexico,MEX,2008,98.914037,54.89081509,1067050,3.160378789,12.27552149,0.464256028,0.266349727,0.298235924,493251.837,4.339644436,24.05751203,118664.12,58.51640386,288633.237,8.275159652,40817.377,0,0,2.899828358,34.32804342,667320,0,0,16.87120906,115609,18.4,-2.829260178,43460.76,-3.9254579,38245.2,1.619084535,0,113661809,0,96.85585785,17.54302582,9.769617777,0,0,0,1.030249953,0,0,644167.96,0,0,87771922,77.222,2.010931749,0
Jamaica,JAM,2008,92,41.45891043,4490,4.899122156,11.08033241,0.729477792,0.42718696,0.444683574,10208.928,3.658953981,0,0,95.18678161,9717.55,1.257183908,128.345,0,0,10.06390973,31.20406279,3379.4,0,0,7.429759487,1327.95,19.4,38.96571798,666.0071,100.9814846,160.8,0.526630115,0,2790122,2,0,6.13931523,10.76368448,0,0,0,0,0,0,13912.5571,0,0,1489116,53.371,0.87764709,0
Philippines,PHL,2008,83.3,40.27903545,120100,13.24346014,18.27816346,0.430141254,0.163661266,0.170364462,78858.835,0.868950031,9.453615438,7455.011,49.78377122,39258.902,32.30411532,25474.649,0,0,0.76926807,23.25384848,69336,0,0,35.69463532,56378,32.4,27.89865301,12639.413,-80.47596893,898.041,1.620042799,0,90751864,20.7,91.8344574,33.9159172,31.72706478,0,0,0,1.021440029,0,0,152332.054,0,0,41251260,45.455,1.433220674,0
Bulgaria,BGR,2008,100,46.96620937,51010,5.877049147,28.43200442,0.979418182,0.43854559,0.472616431,50740.279,6.772087541,13.15314013,6673.94,23.89246224,12123.102,58.37247958,29618.359,0,0,18.92461619,34.09078354,37026,0,0,-21.65991515,12280.2,11.5,-59.16074425,3787.239,219.474539,697.096,-0.701922745,0,7492561,0,95.0979538,6.643638974,9.950698837,0,0,0,0.977339983,0,0,71720.335,0,0,5366322,71.622,-0.220466621,0
Heavily indebted poor countries (HIPC),HPC,2008,26.01405106,40.26123958,7953133.2,25.36588168,7.777855737,0.284242378,0.116264693,0.121026632,120966.996,0.203015919,8.354553171,0,79.74414939,96464.102,2.491815206,0,2.954054054,0,4.600621125,29.24492431,5776990,0,0,35.78436439,674293.9231,103.7440153,33.62404458,513349.7071,47.00984309,2981066.114,2.833066127,0,595849807,0,62.30089951,66.4884073,81.88628671,0,0,0,0.85794,0,0,4287552.843,0,0,187789149,31.5161886,4.261286753,0
Sierra Leone,SLE,2008,12.1,51.43017456,37122.3,53.65350832,19.01122195,0.279866891,0.093092531,0.096905391,663.727,0.107654007,0,0,80.66298343,535.382,0,0,2.7,0,2.119175784,38.3097811,27652,0,0,59.32485942,4635.27,180.5,186.7148702,3414.867,416.145912,24122.03,2.462280172,0,6165372,21.3,0,69.01481524,85.27460055,0,0,0,0,0,0,33083.703,0,0,2347589,38.077,3.48648669,0
OECD members,OED,2008,99.81461609,36.25354355,12472674.2,1.467947173,11.61563648,0.290247725,0.28955359,0.305532067,13047992.74,10.64771384,22.62291258,2952601.957,41.2655485,5384325.773,33.62611081,4387532.497,0,0,3.561372309,31.1622981,10721081.4,0,0,-11.04301815,1590398.223,9.034290793,-17.31715277,815001.4111,98.91271929,1063139.022,0.784916875,0,1225426691,0,97.53604126,16.31789317,9.316819393,0,0,0,0.99707,0,0,16650668.92,0,0,964231853,78.48057096,1.16096576,0
United States,USA,2008,100,45.18351623,4133126,1.115759283,17.689425,0.373987578,0.366422322,0.381430154,5614110.994,18.46176387,22.10078237,1240762.453,39.93809202,2242168.815,37.02264298,2078492.27,0,0,2.260638966,33.57611217,3071348,0,0,-14.08922959,547798,7.6,-8.873506525,302405,90.29053164,336368.2,0.945865287,0,304093966,0,0,9.003541347,6.845540835,0,0,0,0.999710023,0,0,6648991.2,0,0,244607104,80.438,1.156185671,0
Low & middle income,LMY,2008,78.62705268,37.77502635,34693693.2,9.791809876,10.85635998,0.919998414,0.421933603,0.446893319,16909118.38,3.027956297,15.44613075,2695905.14,24.8370787,4199731.04,51.68358701,9138278.807,3.084,0,3.669631963,32.39193351,29749702.7,0,0,29.45169831,5930477.254,61.46246226,19.37457595,2193512.376,-8.845902704,5181600.211,1.329440461,0,5584333697,0,87.90254974,22.52276705,24.40313368,0,0,0,0.95736,0,0,29022986.88,0,0,2484464381,44.50382383,2.674880615,0
Saudi Arabia,SAU,2008,100,80.74280478,1735720,2.316854073,1.553247212,0.837833251,0.355259493,0.36981012,430175.77,16.58299927,29.11686983,125253.719,67.19376012,289051.275,0,0,0,0,7.590632326,0.454484135,9770,0,0,88.16781362,57885.5,13.7,5.292101543,6742.624,6.514101643,2599,2.688796921,0,25940770,0,96.54193115,0,0.007256284,0,0,0,0,0,0,446765.124,0,0,21180379,81.649,2.961063127,0
Grenada,GRD,2008,90,20.58823529,70,3.767323518,5.882352941,0.304896734,0.200909623,0.209138428,253.023,2.434552102,0,0,100,253.023,0,0,3.7,0,16.32399428,49.97058824,169.9,0,0,41.38994049,34.995,14,142.9076326,23.884012,44.55667789,2.576,0.331541004,0,103930,0,110.4865417,0,10.66172667,0,0,0,0.930320024,0,0,643.730012,0,0,37287,35.877,0.314275612,0
St. Martin (French part),MAF,2008,62.45018768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.38235294,10,0,0,0,0,0,0,0,0,0,1.61634239,0,29376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2008,100,43.19623258,113740,7.241966701,1.720405606,0.24008669,0.251843117,0.268886185,34202.109,8.029041035,22.80476037,7799.709,52.34266109,17902.294,22.1078589,7561.354,0,0,1.944757481,38.60012913,101638,0,0,3.316548272,27575.6,6.4,25.58295905,13200.978,-70.98127874,1627.822,0.848701402,0,4259800,0,0,64.25167043,28.15952614,0,0,0,1.026540041,0,0,81442.9,0,0,3675355,86.28,0.779170376,0
Bangladesh,BGD,2008,51.24977493,71.08396712,92530,17.59569554,59.94468772,0.476301949,0.14773663,0.153787589,49511.834,0.332727819,65.138498,32251.265,19.7970671,9801.891,4.991853059,2471.558,3,0,1.449748396,11.11776907,14472,0,0,12.33099904,97832.1,55.6,37.63436951,22298.703,-96.5219913,355,1.126317789,0,148805814,0,57.1679306,2.776316559,45.58141547,0,0,0,1.086140037,0,0,164700.503,0,0,43106068,28.968,3.682177977,0
Spain,ESP,2008,100,56.41940658,281420,2.289950503,25.03608661,0.221820823,0.209739575,0.214128785,329285.599,7.165531607,24.28143479,79955.268,53.00956602,174552.867,16.33573505,53791.223,0,0,4.865873989,35.80825982,178611.6,0,0,11.20180438,36484.2,4.2,-7.963955389,24101.167,85.73076678,11646.062,1.595330499,0,45954106,0,99.86369324,19.98308562,9.737202935,0,0,0,1.027950048,0,0,404869.429,0,0,35833174,77.976,1.898446523,0
Palau,PLW,2008,98.43795776,10.86956522,50,3.993592938,2.173913043,1.297737942,0.978490535,1.018567298,253.023,12.5085525,0,0,100,253.023,0,0,0,0,2.408823938,87.60869565,403,0,0,16.80239996,1.32378,20.6,6.33612629,0.027146018,0,0,0.555226491,0,20228,0,0,0,0,0,0,0,0,0,0,0,0,0,14845,73.389,1.561470965,0
Togo,TGO,2008,31.90147972,65.17742232,35450,40.70809912,43.02261445,0.571031164,0.230591807,0.240036327,1683.153,0.273159481,0,0,62.52723312,1052.429,0,0,2.2,0,1.602293479,6.00478029,3266,0,0,89.87234015,5866.03,95.9,70.94302752,3726.045,103.4017541,14977,2.70447526,0,6161796,20.5,66.59152985,75.6097561,76.521934,0,0,0,0,0,0,27174.075,0,0,2254416,36.587,4.000142393,0
Uzbekistan,UZB,2008,99.9029541,62.62341326,266400,19.6896058,10.1551481,3.69465835,1.200048442,1.249199717,123900.596,4.538017932,82.85190008,102653.998,10.51260803,13025.184,3.977743578,4928.448,2.7,0,2.407152308,7.718147626,32833,0,0,40.8263926,46396.1,41.1,-3.133505923,10833.663,-8.363302683,1003.225,1.605327363,0,27302800,0,94.91950989,22.99595142,2.328602624,0,0,0,0.994459987,0,0,183949.988,0,0,13648397,49.989,2.578263292,0
World,WLD,2008,82.27658046,37.87655723,49136212.6,3.80546223,10.76067447,0.500131161,0.369439884,0.389467614,32181592,4.756160353,18.57338195,5977210,35.35779398,11378701,40.872835,13153529,3.084,0,3.756012396,31.00472307,40225008.5,0,0,14.61809315,7643170,56,2.674622579,3031989.1,6.18447491,6309781.743,1.243006517,0,6766296679,0,88.96848297,18.55474759,17.03502908,0,0,0,0.96288,0,0,48664440.84,0,0,3426964053,50.6608612,2.264781487,0
San Marino,SMR,2008,100,16.66666667,10,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,1.239904494,0,30351,0,0,0,0,0,0,0,0,0,0,0,0,0,28914,95.264,1.512382034,0
Zambia,ZMB,2008,22.71468544,31.05637687,230870,11.45399975,4.10551662,0.129046459,0.057580534,0.059938903,2170.864,0.165936264,0,0,72.63513514,1576.81,14.52702703,315.362,3.2,0,5.240508113,66.99202303,498012,0,0,-78.97892463,6121.19,93.3,-77.56628042,7856.237,113.7877607,304755.522,2.763165696,0,13082517,0,88.90992737,99.87413468,92.18257942,0,0,0,0,0,0,321163.519,0,0,5019893,38.371,4.048407961,0
Comoros,COM,2008,58.30796814,71.46695325,1330,42.56361805,34.92745836,0.208865681,0.113737208,0.118395627,106.343,0.161805094,0,0,100,106.343,0,0,2.2,0,0.885397669,21.60128963,402,0,0,43.86970641,260.502,90.5,29.25752587,54.281,0,73.356,2.403628365,0,657229,0,73.32299805,0,50.94786554,0,0,0,0,0,0,579.093,0,0,183275,27.886,2.471989437,0
Liechtenstein,LIE,2008,100,42.5,68,0,23.75,0,0,0,62.339,1.75400242,100,62.339,0,0,0,0,0,0,0,43.125,69,0,0,0,0,0,0,0,0,0,0.618096037,0,35541,0,103.6496429,94.53781513,54.20026025,0,0,0,0.906329989,0,0,0,0,0,5180,14.574,0.251280697,0
Northern Mariana Islands,MNP,2008,100,6.52173913,30,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069009585,66.63043478,306.5,0,0,135.4390335,11.2675,0,-64.68915685,0.1166499,0,0,-3.561054885,0,57431,0,0,0,0,0,0,0,0,0,0,11.3841499,0,0,52144,90.795,-3.475267755,0
Angola,AGO,2008,31.268013,46.27416379,576900,0,2.727199807,0.330062811,0.197635141,0.205729831,25709.337,1.181526759,4.949365283,1272.449,39.78034517,10227.263,0,0,2.4,0,1.994547626,47.10804524,587296,0,0,-21.59826626,17292.6,139.3,-81.47408338,3283.396,6858.963783,513.898,3.563447842,0,21759420,0,39.27019119,75.40904716,58.10797504,0,0,0,0.818610013,0,0,37396.294,0,0,12681825,58.282,4.872555016,0
United Arab Emirates,ARE,2008,100,6.514354067,5446,0.827305464,0.61722488,0.52277826,0.320045617,0.333153963,157354.637,22.82394719,68.56516977,107890.474,22.30430426,35096.857,0.992752441,1562.142,0,0,1.604874609,3.770095694,3151.8,0,0,79.75452006,24457.4,8.8,34.33724118,1414.1363,51.41843972,1281,13.16146625,0,6894278,0,0,0,0.110343115,0,0,0,0,0,0,181388.5363,0,0,5748932,83.387,13.59894261,0
Central African Republic,CAF,2008,9.351327896,8.363029311,52100,52.55798259,3.098012777,0.13352774,0.067653618,0.070424557,253.023,0.058227969,0,0,100,253.023,0,0,2.3,0,5.899031947,35.76230377,222792,0,0,130.4595198,97375.6,158.4,125.0919548,114773.78,641.4908291,390802,1.614337313,0,4345386,0,35.05310822,85.0931677,80.58303962,0,0,0,0,0,0,603473.098,0,0,1673234,38.506,2.048956929,0
Isle of Man,IMN,2008,100,77.68421053,442.8,0,47.85964912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.070175439,34.6,0,0,0,0,0,0,0,0,0,1.032896468,0,78534,0,0,0.635930048,3.397279137,0,0,0,0,0,0,0,0,0,40805,51.958,1.069291749,0
East Asia & Pacific (IDA & IBRD countries),TEA,2008,94.7277566,47.76354454,7543574,11.121465,11.13974464,1.300952225,0.581824327,0.605654539,8656697.901,4.522849602,4.256825191,369931.4741,16.38681359,1418556.948,70.25013312,6096203.529,3.118181818,0,3.531475417,29.29565409,4626832.8,0,0,38.82073309,2178660.067,26.52540078,29.14647109,722680.8475,-68.49148381,526343.621,0.731778966,0,1913991988,0,99.43817902,17.64779566,18.28836988,0,0,0,0.99365,0,0,12236181.52,0,0,865600405,45.22487087,3.285365374,0
Ukraine,UKR,2008,99.78270721,71.2766692,412920,6.871745973,56.05537527,2.030113005,0.769323953,0.800833726,311023.939,6.723649839,38.89550444,120974.33,12.73211738,39599.933,45.98016907,143009.333,0,0,5.94469525,16.50003452,95588,0,0,-44.143197,68324.6,12.9,-56.39617128,23315.255,-30.29241835,5881.27,-0.541462211,0,46258200,0,97.59266663,6.138037033,2.724868325,0,0,0,0.988520026,0,0,436817.125,0,0,31605915,68.325,-0.280603973,0
Denmark,DNK,2008,100,62.88003771,26680,0.857799464,56.61088852,0.14120127,0.186268458,0.206969403,46933.933,8.543351098,19.87655286,9328.848,45.13633878,21184.259,31.73685444,14895.354,0,0,0.620106723,13.55974546,5753.4,0,0,-1.469818049,7863.95,4.3,-32.26039256,5615.774,-45.17940906,1706.80511,0.58754759,0,5493621,0,100.9691467,27.57264584,18.54925469,0,0,0,1.018129945,0,0,65167.02911,0,0,4751268,86.487,0.812104326,0
East Asia & Pacific (excluding high income),EAP,2008,93.85270715,47.56943607,7570072,11.12164132,11.20657516,1.309071763,0.585487223,0.609467458,8727787.298,4.502656666,4.222254155,370633.2989,16.28162983,1421026.02,70.42720434,6161577.269,3.118181818,0,3.531512374,29.44500984,4685799.6,0,0,38.88785805,2197375.076,26.58970825,27.66417095,725980.3993,-68.85446975,530202.33,0.729361546,0,1938363936,0,99.40888214,17.89419004,18.203902,0,0,0,0.99377,0,0,12335617.31,0,0,880246454,45.41182576,3.240679518,0
Japan,JPN,2008,100,12.69684499,46280,1.058408648,11.81893004,0.209218845,0.260472951,0.271547962,1210135.669,9.449533972,15.8484517,191787.767,45.74478723,553573.987,35.81833113,433450.401,0,0,0.488791043,68.45980796,249536,0,0,-38.76347339,40990.2,3.4,-27.59449162,26747.203,70.97733046,64967.436,0.048425395,0,128063000,0,0,8.789326611,3.983866936,0,0,0,1.005159974,0,0,1385164.839,0,0,114107975,89.103,1.128273231,0
