Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Canada,CAN,2004,100,7.428484711,675510,0,4.994661027,0.37380479,0.435783166,0.511301373,552198.862,17.25891114,32.36223819,178703.911,45.67423266,252212.593,20.02975044,110604.054,0,0,0.140922422,38.22739514,3476212,0,0,48.38621887,114500,6.1,-2.26266568,45032.77,740.8190932,313829,1.002034424,0,31995000,0,0,58.44631709,21.58139664,0,0,0,0,0,0,1040136.77,0,0,25610398,80.045,1.09952778,0
France,FRA,2004,100,53.79871322,294584,1.822690944,33.54475343,0.15332677,0.169062588,0.210714609,383758.884,6.120078568,23.96131942,91953.692,60.00363108,230269.265,13.3107824,51081.31,0,0,1.681735972,28.75739407,157466,0,0,9.523759233,82963.7,4.7,-34.45074867,48420.76,24.73062421,15276.3832,0.736313541,0,62704895,0,0,11.24298852,8.887711893,0,0,0,1.000329971,0,0,560648.8432,0,0,48209404,76.883,1.063316914,0
Japan,JPN,2004,100,12.93278464,47140,1.242328185,12.01371742,0.226902274,0.28248844,0.326370591,1266009.748,9.909203497,12.77096778,161681.697,49.56291782,627471.371,35.01204945,443255.959,0,0,0.156338846,68.37640604,249232,0,0,-35.81594771,42963.2,3.9,-22.91740794,28474.957,33.03715568,50551.046,0.033662258,0,127761000,0,98.63616943,9.795827169,4.013757492,0,0,0,1.005970001,0,0,1427399.203,0,0,108136910,84.64,1.754431988,0
Upper middle income,UMC,2004,96.60737371,34.22797346,18977698,8.975538715,8.725883024,0.983056283,0.50839917,0.633537705,10340543.05,4.429799694,15.8818166,1655668.531,27.01843912,2794152.291,49.82432399,5298809.92,0,0,3.045700716,35.74731617,19856170.1,0,0,20.39151403,3099951.24,28.1,15.03605596,1056227.54,1.581199402,1544060.71,0.766896914,0,2334313912,0,93.64692688,23.68409983,16.68406156,0,0,0,0.98771,0,0,15964008.61,0,0,1250419060,53.56687682,2.637577512,0
Low & middle income,LMY,2004,75.42757322,37.77428573,34656703.1,11.33797827,10.80499936,0.961805562,0.442709525,0.538690972,13318999.94,2.515936627,16.70467586,2292960.896,28.62536521,3811990.551,47.27325382,6591128.04,0,0,2.664131045,32.55376506,29899891.8,0,0,16.30763653,5357714.142,73.05710011,7.926321536,2003254.762,8.383359906,5549464.043,1.377022904,0,5293853508,0,82.78482819,23.25589433,27.29080427,0,0,0,0.93329,0,0,26252839.93,0,0,2232530335,42.18570533,2.795688218,0
Oman,OMN,2004,0,4.756058158,14720,1.936649303,0.093699515,0.647797667,0.275503529,0.319374044,27986.544,11.44760509,54.96593291,15383.065,26.83438155,7510.016,0,0,0,0,0.448454041,0.006462036,20,0,0,127.1660144,14011.1,13.2,66.46170063,646.195,-99.04864216,133,2.463724039,0,2444751,0,0,0,0,0,0,0,0,0,0,46069.195,0,0,1755991,71.827,2.907420193,0
Honduras,HND,2004,67.113528,28.06327643,31400,12.17070415,9.384216641,0.588823174,0.286592624,0.33222894,7367.003,1.022605017,0,0,84.32055749,6211.898,6.271777003,462.042,0,0,6.752245516,52.83760837,59120,0,0,23.35183236,4898.77,31.1,15.50983923,2804.0926,-83.55057089,821.042,2.392757939,0,7204153,0,0,29.96702391,48.19214213,0,0,0,0,0,0,15006.2446,0,0,3452734,47.927,3.779415523,0
"Iran, Islamic Rep.",IRN,2004,98.19033813,39.59208232,644860,6.889578469,10.04752081,1.152246752,0.419465099,0.486259707,447036.636,6.42136251,40.05151426,179044.942,49.60954162,221772.826,1.118056239,4998.121,0,0,1.598213512,6.396718976,104187.2,0,0,71.4076019,97272.1,27.3,39.86488006,26999.357,1.81299964,2827.347,1.162171697,0,69617100,4.6,102.6536865,6.394756707,0.73776094,0,0,0,0.962289989,0,0,552318.804,0,0,46552259,66.869,2.209980421,0
St. Lucia,LCA,2004,91.2123642,18.19672131,111,3.799137932,3.278688525,0.289308305,0.19108583,0.221513875,355.699,2.192276165,0,0,100,355.699,0,0,0,0,8.567872285,34.36065574,209.6,0,0,10.56940695,40.8795,18.2,4.744684454,32.21706,-20,1.42E-14,0.790786984,0,162251,0,103.9965515,0,2.538666823,0,0,0,0.952979982,0,0,470.33156,0,0,39156,24.133,-3.599269976,0
Mauritius,MUS,2004,98.92108154,48.27586207,980,5.597999232,42.85714286,0.408001957,0.204798807,0.237410474,3091.281,2.53175545,0,0,78.41043891,2423.887,21.58956109,667.394,0,0,0.217591601,19.18226601,389.4,0,0,29.16738059,271.391,15.5,-0.912635906,159.90699,15422.97647,12.6,0.627103982,0,1221003,0,96.03674316,27.34411085,19.08307442,0,0,0,0.989539981,0,0,0,0,0,515544,42.223,0.362215035,0
Ghana,GHA,2004,52.71933746,66.36195834,151000,37.95242609,17.57932671,0.331587708,0.142265431,0.164919434,7348.668,0.350161075,0,0,87.1257485,6402.582,0,0,0,0,1.568114186,39.65984003,90242,0,0,10.86915374,8786.07,87.8,-29.33787873,3604.773,291.7747009,52043.12,2.605557855,0,20986536,0,69.27864075,87.44825302,62.37343975,0,0,0,0.902440012,0,0,71082.313,0,0,9786022,46.63,4.072408329,0
Saudi Arabia,SAU,2004,100,80.8065349,1737090,3.901129877,1.628141732,0.905320531,0.383875566,0.445002982,395834.315,17.04060396,30.14961323,119342.515,66.54592617,263411.611,0,0,0,0,-0.129209725,0.454484135,9770,0,0,64.5092921,50607.5,17.5,-1.491973743,6308.19,-16.96899964,2026,2.937681484,0,23228890,0,0,0,0.008721059,0,0,0,0,0,0,0,0,0,18758258,80.754,3.215453743,0
Philippines,PHL,2004,77.58869171,38.46798806,114700,13.30543649,17.17141228,0.494695151,0.188222901,0.218195061,74066.066,0.87467388,6.431329835,4763.433,62.83295376,46537.897,21.75462917,16112.798,0,0,0.64790626,23.69319516,70646,0,0,25.49599617,52140.7,35.1,24.64380493,12317.757,-72.72163003,1254.715,1.963612804,0,84678493,0,93.66017914,33.73125793,31.31318902,0,0,0,1.025529981,0,0,142978.772,0,0,38778516,45.795,1.7781767,0
Sint Maarten (Dutch part),SXM,2004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177252874,0,32488,0,0,0,0,0,0,0,0,0,0,0,0,0,32488,100,3.177252874,0
Ireland,IRL,2004,100,62.49092757,43050,1.572793637,17.49165336,0.216424757,0.239239212,0.277942037,43761.978,10.75163663,19.07993967,8349.759,53.61153008,23461.466,21.61052455,9457.193,0,0,-5.670920956,9.912323995,6828.6,0,0,10.45432938,15335.7,5.6,-11.75558536,7586.63,-89.92460094,1059.91183,1.828313818,0,4070262,0,0,5.528455285,2.313448594,0,0,0,1.029090047,0,0,68770.04183,0,0,2450379,60.202,2.289496684,0
Kosovo,XKX,2004,95.70751953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464027064,0,0,0,0,0,0,0,0,0,0,0,0.067838626,0,1704622,0,0,2.768250857,24.13409365,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2004,100,61.43478261,141300,12.49825124,38.76086957,0.692416266,0.324696796,0.494540221,96904.142,4.517307494,32.94104291,31921.235,28.04435026,27176.137,35.8018618,34693.487,0,0,8.453556577,27.76521739,63860,0,0,-30.11805656,26139.9,19.3,-48.98412654,11288.216,-73.97123259,791.449,-0.569786273,0,21451748,0,99.22284698,29.23414574,17.27532124,0,0,0,1.009060025,0,0,139881.565,0,0,11378651,53.043,-0.322505382,0
Botswana,BWA,2004,35.39823532,45.57196549,258270,2.25958535,0.39877896,0.398363331,0.189593388,0.219783781,3898.021,2.130846266,0,0,49.10630292,1914.174,50.89369708,1983.847,0,0,4.36383784,21.2824449,120614,0,0,-27.0722307,4429.64,78.2,-48.6981582,2767.4599,3098.25,12793,1.375545987,0,1829330,0,96.61396027,0,32.12284439,0,0,0,1.003430009,0,0,23886.7099,0,0,1015059,55.488,2.206199237,0
Middle East & North Africa (excluding high income),MNA,2004,92.4963038,24.78794456,2142603,9.264667933,5.854451724,0.967727242,0.338590541,0.39250688,1024809.156,3.401536629,30.7609458,318204.8259,56.50772181,579096.307,2.374153749,30194.31125,0,0,1.780066128,2.376285469,205399.7,0,0,43.65060103,261129.127,38.27921431,19.35954512,76667.75602,-13.36770719,7661.38718,1.743838404,0,301278295,0,88.77237701,7.259794978,3.434700477,0,0,0,0.91995,0,0,1346178.57,0,0,170944737,56.73981181,2.379184022,0
Turkmenistan,TKM,2004,99.5998764,74.58557658,350500,18.35545923,4.341072075,3.815403173,1.703542736,1.974810761,46541.564,9.89530633,66.41191302,30909.143,32.99716357,15357.396,0,0,0,0,5.172299512,8.782159045,41270,0,0,-3.817910898,28724.3,71.9,84.28541201,4211.877,132.3018544,732.092,1.018414448,0,4703398,0,0,0,0.075111705,0,0,0,0,0,0,76966.669,0,0,2201755,46.812,1.500236913,0
Switzerland,CHE,2004,100,39.30161943,15532,0.976286272,10.28593117,0.07941903,0.106058813,0.139408083,40366.336,5.46256894,15.37972384,6208.231,78.66097384,31752.553,1.199127907,484.044,0,0,1.801864139,30.67813765,12124,0,0,-15.73301146,4977.71,5.2,-14.52141554,2460.9505,-35.1961837,1874,0.68742596,0,7389625,0,99.05979156,54.41321538,18.64231442,0,0,0,0.96469003,0,0,55222.5605,0,0,5427827,73.452,0.72146595,0
Guatemala,GTM,2004,77.12960052,44.79283315,48000,12.86188702,14.93094438,0.347299,0.14615615,0.169429702,11620.723,0.908087138,0,0,80.81413695,9391.187,9.719154307,1129.436,0,0,1.341107025,37.25270623,39920,0,0,30.44658915,6259.31,44.3,51.67973876,3784.077,-30.53220755,2555.47,2.343802411,0,12796925,0,67.26300812,44.77961253,57.55293029,0,0,0,0.925260007,0,0,24367.657,0,0,5965415,46.616,2.98513427,0
Indonesia,IDN,2004,89.01,29.45842556,533660,14.3357803,13.61581391,0.62474159,0.230642254,0.267369169,337635.358,1.509898209,18.34394074,61935.63,51.54549601,174035.82,23.02278602,77733.066,0,0,0.73824398,54.18912877,981674,0,0,18.38879408,250429,49.3,19.61766003,120281.55,-51.04203077,340074,1.382152743,0,223614649,19.7,95.51277924,13.60651781,41.42415303,0,0,0,0.986630023,0,0,1060213.55,0,0,100959778,45.149,3.154167402,0
IDA only,IDX,2004,29.53367965,39.76784422,8101218.1,26.76401953,8.138927473,0.443051014,0.160788601,0.186392189,226852.6365,0.283473308,21.53782486,0,67.0634001,152135.0912,4.370137394,0,0,0,2.715139685,27.55905889,5614132.5,0,0,3.893907169,718709.3936,110.2657134,-10.34895016,396189.9487,24.91333957,3172883.029,2.461099932,0,800261013,0,57.51174927,51.70881967,75.46826084,0,0,0,0.85168,0,0,4502357.647,0,0,223550742,27.9943588,3.954527302,0
Monaco,MCO,2004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,1.150253448,0,33314,0,0,0,0,0,0,0,0,0,0,0,0,0,33314,100,1.150253448,0
Sudan,SDN,2004,32.92256165,56.60648148,1344970,32.21098703,7.583754209,0.265361612,0.116396138,0.134930777,11463.042,0.29422066,0,0,98.65642994,11309.028,0,0,0,0,7.042162873,11.90467172,282855,0,0,42.73832075,67288.7,91.7,23.18665794,44330,9011.8,364472,2.517302467,0,30186341,0,0,31.92962215,75.38332923,0,0,0,0.875850022,0,0,485680.68,0,0,9873047,32.707,2.679484873,0
Guinea,GIN,2004,20.13098335,56.69054208,139300,23.31419591,10.37766564,0.333985651,0.137496532,0.159391147,1943.51,0.204790633,0,0,90.75471698,1763.827,0,0,0,0,0,27.51098812,67600,0,0,5.224911748,9168.92,137.1,-5.433610764,5438.392,22.33283154,60460.8,1.918997837,0,9490229,0,47.63747025,61.46179402,83.1863089,0,0,0,0.688499987,0,0,76276.002,0,0,3034691,31.977,2.7953312,0
Malawi,MWI,2004,6.9,52.82138311,49800,34.71394761,31.82011031,0.197636185,0.08779498,0.10177524,931.418,0.073478637,0,0,76.37795276,711.398,17.32283465,161.348,0,0,3.10150872,36.4340263,34350,0,0,-1.878922659,3970.96,122.6,-9.494143977,2526.1094,549.5183333,7794.22,2.713593368,0,12676038,18.4,57.47327042,85.94777891,82.28575686,0,0,0,0.974960029,0,0,15083.1634,0,0,1896842,14.964,3.310123092,0
Bolivia,BOL,2004,76.05091858,33.80134773,366170,13.3223838,3.303793963,0.739402156,0.270898301,0.314035491,11114.677,1.239406557,35.89574398,3989.696,54.83338832,6094.554,0,0,0,0,0.74577261,54.46819902,590054,0,0,148.9880058,55862.7,64.1,91.39400885,27957.009,6.554887146,158902,1.769869298,0,8967741,0,0,48.70661066,24.50797649,0,0,0,0.964900017,0,0,252571.289,0,0,5713437,63.711,2.49924158,0
Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,28.90205856,43.79601498,10343476.1,19.99109457,8.001163634,0.700588375,0.340051448,0.394200418,690781.6027,0.926243776,4.843956845,46479.78701,25.43211332,175680.36,58.1821495,0,0,0,2.134450668,27.47821722,6489638,0,0,3.81924418,664668.056,131.7194934,-15.88364003,373649.6356,60.04272888,3010652.887,2.705743287,0,745788118,0,59.33322906,20.90509251,71.42754087,0,0,0,0.85029,0,0,4624593.802,0,0,246799579,33.09245257,4.111579574,0
Vanuatu,VUT,2004,28.06075668,14.84823626,1810,23.59875499,1.640689089,0.112404255,0.113081781,0.13108865,58.672,0.287406377,0,0,100,58.672,0,0,0,0,5.435894163,36.09515997,4400,0,0,20.30151083,257.432,28.2,16.88557663,111.53459,-50,-1.42E-14,2.569682483,0,204143,0,90.83924103,3.00245098,64.05850851,0,0,0,0.947929978,0,0,435.05069,0,0,46563,22.809,3.839722224,0
"Bahamas, The",BHS,2004,97.13132477,1.298701299,130,1.16175186,0.699300699,0.174462014,0.167041756,0.193641082,1723.49,5.343724227,0,0,99.57446809,1716.156,0.425531915,7.334,0,0,3.021438297,51.44855145,5150,0,0,35.56128941,191.765,15.5,55.08892434,92.53345,-100,-2.13E-13,2.124566024,0,322526,0,0,0,1.704699774,0,0,0,0.987940013,0,0,3731.96845,0,0,265039,82.176,2.175632274,0
"Congo, Dem. Rep.",COD,2004,9.034368515,11.27015284,255500,23.87935949,2.955382546,0.077288406,0.039127249,0.045357777,1199.109,0.022610101,0,0,83.18042813,997.424,0,0,0,0,3.972162862,68.81339185,1560034,0,0,-35.25063682,63674.2,143.1,-33.41951867,58034.79,-41.73526797,692199,3.149306586,0,53034217,0,0,99.88676575,97.88228238,0,0,0,0,0,0,816309.43,0,0,19622660,37,4.438665212,0
Bulgaria,BGR,2004,100,49.00698786,53300,8.456860961,30.46156675,1.177097143,0.527058585,0.664567909,46801.921,6.064891808,12.19932618,5709.519,24.32813602,11386.035,60.33847841,28239.567,0,0,11.83663766,33.06178742,35958,0,0,-16.21128513,13134.3,14.2,-55.00725398,4172.414,113.1729123,465.145,-0.754796951,0,7716860,1.6,98.6463623,7.649785159,9.601410312,0,0,0,0.969210029,0,0,68865.659,0,0,5419782,70.233,-0.249495596,0
Europe & Central Asia (excluding high income),ECA,2004,99.21656126,28.10294606,6327688,7.873480593,10.66172555,1.190276945,0.566794475,0.854096389,2862282.146,7.290098345,44.80120584,1264497.616,21.54869335,618863.4621,30.74358582,904063.6982,0,0,3.34888846,38.5018242,8707962.2,0,0,-18.40050495,833173.61,28.0429645,-36.6799592,204010.659,-42.91105859,159858.9252,0.088102288,0,392625999,0,96.90724945,20.23677389,5.639118136,0,0,0,0.96185,0,0,4168948.844,0,0,252033945,64.47177326,0.374064863,0
Paraguay,PRY,2004,93.249876,49.43367732,196400,18.77147842,8.482255223,0.26608407,0.117741538,0.136490416,4088.705,0.716846315,0,0,94.26008969,3854.017,0,0,0,0,1.169783851,46.9509187,186536,0,0,-1.780541775,15224.9,30.9,-7.761939984,8272.815,11.45612983,41381.9,1.693686617,0,5703740,0,95.15802002,100,66.73328349,0,0,0,0.986720026,0,0,69049.055,0,0,3268528,57.305,2.267690234,0
Cabo Verde,CPV,2004,64.82498169,18.61042184,750,9.863467719,11.91066998,0.281696754,0.160119019,0.185615985,330.03,0.705698963,0,0,100,330.03,0,0,0,0,7.317637208,20.6674938,832.9,0,0,50.40075549,125.179,26.7,49.76112241,65.98195,-300,-1.42E-14,1.62040857,0,467664,0,98.33731079,2.925253628,33.96054854,0,0,0,1.016409993,0,0,335.58995,0,0,265848,56.846,3.124890138,0
New Caledonia,NCL,2004,100,12.94310722,2366,0,0.371991247,0,0,0,2530.23,11.06111475,0,0,69.13043478,1749.159,28.4057971,718.732,0,0,0,45.89715536,8390,0,0,1.936747497,205.058,0,-2.849822461,101.44099,0,14,1.521461098,0,228750,0,0,20.08343266,4.849774833,0,0,0,0,0,0,0,0,0,144893,63.341,2.082362552,0
Timor-Leste,TLS,2004,30.32106972,25.89105582,3850,12.5829232,11.43241426,0.091028751,0.037021902,0.042917181,176.016,0.17659913,0,0,100,176.016,0,0,0,0,0,54.41829186,8092,0,0,97.52226321,672.508,86.7,83.98280189,205.21473,-33.33333333,2.84E-14,3.662742448,0,996698,0,0,0,44.03719182,0,0,0,0.927079976,0,0,878.93092,0,0,256251,25.71,5.100353006,0
Cambodia,KHM,2004,23.93721771,29.62837072,52300,29.38975764,20.96079764,0.340360918,0.105995603,0.122874087,2445.889,0.18723252,0,0,100,2445.889,0,0,0,0,2.461977045,61.71538636,108940,0,0,29.13130057,19519.1,71.3,70.2441319,6619.337,0,149291,1.622577159,0,13063377,0,77.65000916,5.153374233,78.20706734,0,0,0,0.876290023,0,0,178379.097,0,0,2489226,19.055,2.24374676,0
Nicaragua,NIC,2004,74.81852722,43.51836463,52370,15.96882227,16.20408842,0.600327911,0.227467066,0.263688372,4426.069,0.833581276,0,0,94.11764706,4165.712,0,0,0,0,4.313640892,29.36679408,35340,0,0,20.04776445,5775.63,31,6.611979988,3299.733,224.1975,1296.79,1.304666913,0,5309703,4.3,76.9458313,27.72073922,53.7840863,0,0,0,1.040089965,0,0,14793.133,0,0,2961859,55.782,1.572158842,0
Lebanon,LBN,2004,99.9,62.39491691,6383,3.782842672,13.32355816,0.6552247,0.352799124,0.408978004,16798.527,4.348269742,0,0,83.95546824,14103.282,2.990613403,502.379,0,0,9.061132352,13.23558162,1354,0,0,39.79540529,975.86,15.3,70.52610502,633.6276,11.19366667,3.33581,4.27847815,0,3863267,4.2,90.89536285,9.070294785,6.516104916,0,0,0,0.964810014,0,0,18716.22341,0,0,3341494,86.494,4.426582602,0
Libya,LBY,2004,99.06674194,8.743762574,153850,3.342622913,0.994578128,0.912869625,0.373419173,0.432881539,50358.911,8.827526456,25.56615452,12874.837,67.42882109,33956.42,0,0,0,0,1.077823452,0.123327688,2170,0,0,-12.12755927,14725.4,24.4,-6.624728212,1259.4029,-17.42864353,261.7512,1.56896191,0,5704759,0,0,0,1.865917485,0,0,0,0,0,0,68566.5541,0,0,4388044,76.919,1.765475664,0
Liechtenstein,LIE,2004,100,43.125,69,0,24.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.125,69,0,0,0,0,0,0,0,0,0,0.798065672,0,34596,0,109.0206223,0,0,0,0,0,0.926190019,0,0,0,0,0,5118,14.795,0.411160638,0
Small states,SST,2004,64.54272571,34.24808991,851499.3,3.337580827,1.978466892,0.651205669,0.385178749,0.454612031,177437.0012,5.657000096,47.30061478,0,35.95962987,63488.22157,10.61499402,0,0,0,8.571629639,36.98019937,924400.7,0,0,37.81642692,68895.57456,72.18773005,-11.08604028,19313.40939,91.42787121,49483.35792,1.709176497,0,31365918,0,81.20281982,17.9845039,25.94383582,0,0,0,0.97621,0,0,300862.9507,0,0,15882278,50.63546633,2.641296533,0
Germany,DEU,2004,100,48.77999828,170130,0.908033929,34.11417266,0.255952604,0.264542677,0.314957482,816802.248,9.898682369,21.36264052,174490.528,36.2541752,296124.918,40.43431024,330268.355,0,0,-0.725184181,32.62321874,113780,0,0,-44.8252602,63719.1,4.9,-27.1061361,51840.68,-58.77442755,19813.01012,-0.021709728,0,82516260,0,99.36348724,9.267474493,5.825244433,0,0,0,0.98259002,0,0,1016628.79,0,0,62529997,75.779,0.245211653,0
Puerto Rico,PRI,2004,100,23.67531003,2100,0.600580314,7.531003382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8951522,4603.1,0,0,20.93441544,2205.36,0,-35.1716718,213.87799,-95.78100016,7,0.020462636,0,3826878,0,0,0.571783717,0.571783715,0,0,0,0,0,0,3098.94399,0,0,3603694,94.168,-0.039007912,0
Rwanda,RWA,2004,8.503006935,73.60680989,18158.8,38.56080194,45.0295906,0.149103272,0.061534258,0.071332825,528.048,0.059879992,0,0,90.27777778,476.71,0,0,0,0,0.368604126,15.27361167,3768,0,0,76.35801471,2618.07,123.9,67.50132846,1201.9227,207.3979989,1278.79,1.57833672,0,8818438,0,41.45891953,58.66388309,87.54213662,0,0,0,0.997189999,0,0,5635.3957,0,0,1491021,16.908,1.60194235,0
Latin America & Caribbean,LCN,2004,93.23054623,36.26190708,7267329.3,5.58716695,7.703472373,0.339309842,0.221081092,0.268251669,1449766.947,2.61897329,24.08576424,364912.2252,61.67128331,894089.8812,8.378750966,126474.5451,0,0,3.067154322,47.93538948,9606863.9,0,0,30.35403639,988750.4555,26.9,26.85654489,438841.4992,0.079919329,1307958.309,1.29637779,0,553563090,0,96.22113037,56.6927877,28.25856397,0,0,0,1.02075,0,0,4136822.016,0,0,425175632,76.81089538,1.705340856,0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,93.06848303,36.15348672,7199472.3,5.668845289,7.562055983,0.341401465,0.221862873,0.269504983,1397086.663,2.599824061,24.52564247,357144.4835,60.98128817,851961.444,8.558777288,124259.0012,0,0,3.080572531,48.05697524,9569889.2,0,0,31.16548419,976229.5469,27.14744059,28.57306363,431667.1672,0.136539498,1304535.339,1.328489173,0,537377388,0,96.37684631,59.01786895,28.39361521,0,0,0,1.02127,0,0,4081366.169,0,0,412270208,76.71893477,1.750108134,0
Europe & Central Asia,ECS,2004,99.6464511,29.67386439,8111581.1,2.561071142,12.4601771,0.359709104,0.321150024,0.410457404,6864186.007,7.889590063,32.80129596,2243039.321,33.93229331,2324889.332,30.21094371,2095435.669,0,0,2.810757024,37.56003784,10305233.4,0,0,-21.31476629,1368943.102,17.1,-33.24637114,520380.824,-60.57900742,257846.4204,0.296624505,0,870030756,0,97.57273865,18.43607831,7.924246728,0,0,0,0.9825,0,0,9309384.808,0,0,603398057,69.48979581,0.603476918,0
Chad,TCD,2004,3.5,38.77858958,488300,22.89717623,3.017789072,0.052708173,0.02454637,0.028455075,377.701,0.038897974,0,0,100,377.701,0,0,0,0,10.57306853,4.906289708,61780,0,0,36.33438272,13684.7,173.2,27.26139259,10251.824,505040,101028,3.744207307,0,9710043,33.9,33.54590988,0,92.122342,0,0,0,0.600380003,0,0,125121.297,0,0,2113682,21.768,3.895925105,0
Bahrain,BHR,2004,100,11.91780822,87,0,2.054794521,0.952840871,0.48667998,0.564177723,17509.925,21.10015931,77.13089005,13505.561,21.7382199,3806.346,0,0,0,0,6.580206432,0.589041096,4.3,0,0,49.47531567,2690.75,11,49.73112653,108.67298,-92.24409449,197,6.36025629,0,829848,0,102.0471191,0,0,0,0,0,1.069429994,0,0,21451.12298,0,0,733577,88.399,6.378333012,0
Guinea-Bissau,GNB,2004,7.467916489,57.25462304,16100,41.99168143,9.957325747,0.291471705,0.113794683,0.131915073,201.685,0.149358127,0,0,100,201.685,0,0,0,0,0.360685296,74.02560455,20816,0,0,22.86740914,1058.66,151.9,30.04993618,685.4317,25545.7,5129.14,2.181818705,0,1350345,0,0,0,88.5528656,0,0,0,0,0,0,7123.6567,0,0,510052,37.772,3.206218797,0
China,CHN,2004,97.44321442,55.00866113,5164330,12.91664817,11.88724691,1.633103861,0.7818531,0.906353497,5233538.733,4.037990651,1.367713963,71579.84,16.0461155,839779.67,73.34289051,3838428.583,0,0,3.483641114,20.22059258,1898352.2,0,0,23.0492374,1251300,26.3,32.35843129,450616,187.0923328,177606.4,0.593932815,0,1296075000,0,0,16.22326642,20.24947926,0,0,0,0,0,0,7116642.4,0,0,533257098,41.144,3.97537213,0
Guam,GUM,2004,100,37.03703704,200,0,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2962963,250,0,0,34.99180444,62.7558,0,24.93279035,1.6062805,-100,4.00E-15,0.24381529,0,158099,0,0,0,0,0,0,0,0,0,0,74.8363805,0,0,147876,93.534,0.349551224,0
Sub-Saharan Africa (excluding high income),SSA,2004,28.89472036,43.79669865,10343436.1,20.00589167,8.001277135,0.700348736,0.33991381,0.394040863,690042.8608,0.925355557,4.849180715,46441.89852,25.35169705,174937.5756,58.24489489,0,0,0,2.13095707,27.47703036,6489231.3,0,0,3.453567845,664646.6935,131.7259251,-15.89029501,373629.4832,60.0434095,3010652.887,2.706093926,0,745705643,0,59.32960129,20.91841727,71.47255552,0,0,0,0.85027,0,0,4624593.802,0,0,246757197,33.09042909,4.112287567,0
Middle East & North Africa (IDA & IBRD countries),TMN,2004,92.42414942,24.76273225,2138933,9.28044837,5.846723263,0.972925353,0.339450037,0.39350324,1022942.653,3.432213544,30.81707348,316070.4629,56.42836402,577229.804,2.378485727,29991.78251,0,0,1.789702441,2.376882299,205308.2,0,0,43.65060103,261129.127,38.47250111,19.35954512,76667.75602,-13.36770719,7661.38718,1.734745191,0,298041669,0,88.7454834,7.266325635,3.363040337,0,0,0,0.91843,0,0,1346178.57,0,0,168587017,56.56491522,2.371991106,0
