Country,Code,Year,CO2PerGDP,CO2Total,CO2PerCapita,Population,id
Suriname,SUR,1993,0.714511839,2042.519,4.749613407,430039,740
Sweden,SWE,1993,0.290461468,51756.038,5.936305085,8718561,752
Switzerland,CHE,1993,0.205363609,40751.371,5.873423831,6938265,756
Syrian Arab Republic,SYR,1993,0,45665.151,3.366601945,13564167,760
Tajikistan,TJK,1993,0.697251776,5177.804,0.925580709,5594114,762
Tanzania,TZA,1993,0.098017729,2596.236,0.092230834,28149328,834
Thailand,THA,1993,0.373824546,124949.358,2.140830829,58364891,764
Timor-Leste,TLS,1993,0,0,0,833611,626
Togo,TGO,1993,0.298980929,865.412,0.212897357,4064926,768
Tonga,TON,1993,0.320425443,84.341,0.881822174,95644,776
Trinidad and Tobago,TTO,1993,1.724376472,17971.967,14.44219375,1244407,780
Tunisia,TUN,1993,0.445933011,16501.5,1.878396173,8784888,788
Turkey,TUR,1993,0.383977398,159136.799,2.808937766,56653729,792
Turkmenistan,TKM,1993,1.605131461,28316.574,7.060100644,4010789,795
Turks and Caicos Islands,TCA,1993,0,40.337,2.925302778,13789,796
Tuvalu,TUV,1993,0.446357379,7.334,0.801004806,9156,798
Uganda,UGA,1993,0.070389115,781.071,0.040521603,19275422,800
Ukraine,UKR,1993,2.002129253,539335.026,10.33620528,52179210,804
United Arab Emirates,ARE,1993,0.435146232,65980.331,29.890451,2207405,784
United Kingdom,GBR,1993,0.511093242,545711.939,9.454695828,57718614,826
United States,USA,1993,0.731048205,5028674.444,19.34708291,259919000,840
Uruguay,URY,1993,0.1819083,4466.406,1.405345554,3178155,858
Uzbekistan,UZB,1993,3.056592352,116232.899,5.297279145,21942000,860
Vanuatu,VUT,1993,0.223688075,62.339,0.390072209,159814,548
"Venezuela, RB",VEN,1993,0.531045527,124391.974,5.850039149,21263443,862
Vietnam,VNM,1993,0.266825967,23006.758,0.317070323,72560427,704
Virgin Islands (U.S.),VIR,1993,0,0,0,106578,850
West Bank and Gaza,PSE,1993,0,0,0,2262676,275
"Yemen, Rep.",YEM,1993,0.25941879,8705.458,0.62105369,14017239,887
Zambia,ZMB,1993,0.181324471,2500.894,0.288481432,8669168,894
Zimbabwe,ZWE,1993,0.90876041,16362.154,1.500322765,10905756,716
Afghanistan,AFG,1994,0,1294.451,0.08003917,16172719,4
Albania,ALB,1994,0.251075473,1925.175,0.600203708,3207536,8
Algeria,DZA,1994,0.467455133,86416.522,3.046884957,28362253,12
American Samoa,ASM,1994,0,0,0,51803,16
Andorra,AND,1994,0,407.037,6.494200424,62677,20
Angola,AGO,1994,0.178082502,3890.687,0.281092579,13841301,24
Antigua and Barbuda,ATG,1994,0.295530576,267.691,3.732497664,71719,28
Argentina,ARG,1994,0.342480363,122408.127,3.542095019,34558115,32
Armenia,ARM,1994,0.579285654,2706.246,0.824155363,3283660,51
Aruba,ABW,1994,0,1613.48,21.03624511,76700,533
Australia,AUS,1994,0.776133694,278119.948,15.57658628,17855000,36
Austria,AUT,1994,0.318000123,57054.853,7.189264701,7936118,40
Azerbaijan,AZE,1994,2.031874683,41976.149,5.525358563,7597000,31
"Bahamas, The",BHS,1994,0.311802936,1686.82,6.113992642,275895,44
Bahrain,BHR,1994,0.889991786,14789.011,26.9092684,549588,48
Bangladesh,BGD,1994,0.163604544,18969.391,0.163272688,116182267,50
Barbados,BRB,1994,0.296851958,748.068,2.833429919,264015,52
Belarus,BLR,1994,1.468544406,65056.247,6.361224895,10227000,112
Belgium,BEL,1994,0.51410155,112334.878,11.1051094,10115603,56
Belize,BLZ,1994,0.410197697,374.034,1.854646608,201674,84
Benin,BEN,1994,0.209944882,1265.115,0.221397671,5714220,204
Bermuda,BMU,1994,0.309743831,531.715,8.963503034,59320,60
Bhutan,BTN,1994,0.213774645,212.686,0.411780764,516503,64
Bolivia,BOL,1994,0.407372305,8635.785,1.164031109,7418861,68
Bosnia and Herzegovina,BIH,1994,0.861836108,3230.627,0.818125484,3948816,70
Botswana,BWA,1994,0.325296311,3032.609,1.978706426,1532622,72
Brazil,BRA,1994,0.197004003,242154.012,1.516257008,159705123,76
British Virgin Islands,VGB,1994,0,80.674,4.468978507,18052,92
Brunei Darussalam,BRN,1994,0.268290246,4693.76,16.21193334,289525,96
Bulgaria,BGR,1994,1.271809945,54161.59,6.414520789,8443591,100
Burkina Faso,BFA,1994,0.105995809,645.392,0.065745043,9816588,854
Burundi,BDI,1994,0.058346371,234.688,0.039969978,5871607,108
Cabo Verde,CPV,1994,0.192780754,113.677,0.299815907,379156,132
Cambodia,KHM,1994,0.194385899,1477.801,0.143261962,10315376,116
Cameroon,CMR,1994,0.172351436,3817.347,0.291185813,13109660,120
Canada,CAN,1994,0.698522811,456849.528,15.6928759,29111906,124
Cayman Islands,CYM,1994,0,363.033,12.07895525,30055,136
Central African Republic,CAF,1994,0.123367164,234.688,0.071821206,3267670,140
Chad,TCD,1994,0.019972157,102.676,0.015161545,6772133,148
Chile,CHL,1994,0.411045742,38103.797,2.704048338,14091389,152
China,CHN,1994,1.537830314,3058241.33,2.565993892,1191835000,156
Colombia,COL,1994,0.314862347,67571.809,1.835016799,36823537,170
Comoros,COM,1994,0.147870626,69.673,0.150716994,462277,174
"Congo, Dem. Rep.",COD,1994,0.070145472,1639.149,0.040700233,40273701,180
"Congo, Rep.",COG,1994,0.24392155,2148.862,0.789298207,2722497,178
Costa Rica,CRI,1994,0.244188851,5269.479,1.538224124,3425690,188
Cote d'Ivoire,CIV,1994,0.166788289,4686.426,0.332757416,14083611,384
Croatia,HRV,1994,0,16490.499,3.546343871,4650000,191
Cuba,CUB,1994,0,32247.598,2.971968608,10850585,192
Curacao,CUW,1994,0,0,0,144630,531
Cyprus,CYP,1994,0.568599788,5643.513,6.741662386,837110,196
Czech Republic,CZE,1994,0.960048429,125734.096,12.16751705,10333587,203
Denmark,DNK,1994,0.54102897,61000.545,11.7169489,5206180,208
Djibouti,DJI,1994,0,304.361,0.489038604,622366,262
Dominica,DMA,1994,0.182849187,66.006,0.924803497,71373,212
Dominican Republic,DOM,1994,0.358965432,12475.134,1.609061051,7753052,214
Ecuador,ECU,1994,0.221126961,13652.241,1.219333417,11196479,218
"Egypt, Arab Rep.",EGY,1994,0.311764935,85312.755,1.365097016,62495745,818
El Salvador,SLV,1994,0.223875071,4594.751,0.828637795,5544945,222
Equatorial Guinea,GNQ,1994,0.062692504,33.003,0.067748491,487140,226
Eritrea,ERI,1994,0.254290765,865.412,0.280482252,3085443,232
Estonia,EST,1994,0,19042.731,13.02054613,1462514,233
Eswatini,SWZ,1994,0.131910852,484.044,0.513970443,941774,748
Ethiopia,ETH,1994,0.101060881,2240.537,0.040420199,55431123,231
Faroe Islands,FRO,1994,0,575.719,12.44797838,46250,234
Fiji,FJI,1994,0.220200185,748.068,0.977014812,765667,242
Finland,FIN,1994,0.609412239,57223.535,11.24602792,5088333,246
France,FRA,1994,0.285285729,338119.402,5.699231509,59327192,250
French Polynesia,PYF,1994,0,440.04,2.079790527,211579,258
Gabon,GAB,1994,0.29854968,4389.399,4.146172106,1058663,266
"Gambia, The",GMB,1994,0.172409391,187.017,0.180374006,1036829,270
Georgia,GEO,1994,0.804476612,6083.553,1.25134791,4861600,268
Germany,DEU,1994,0.466769126,865558.68,10.62839192,81438348,276
Ghana,GHA,1994,0.208539387,4954.117,0.303371967,16330174,288
Gibraltar,GIB,1994,0,282.359,9.445024252,29895,292
Greece,GRC,1994,0.498986842,77909.082,7.410792356,10512922,300
Greenland,GRL,1994,0,502.379,9.051873874,55500,304
Grenada,GRD,1994,0.286553267,143.013,1.438690207,99405,308
Guam,GUM,1994,0,0,0,142802,316
Guatemala,GTM,1994,0.172469995,6838.955,0.67231177,10172297,320
Guinea,GIN,1994,0.177355775,1250.447,0.165747451,7544291,324
Guinea-Bissau,GNB,1994,0.143922547,183.35,0.164654916,1113541,624
Guyana,GUY,1994,0.684254674,1386.126,1.827837572,758342,328
Haiti,HTI,1994,0,300.694,0.039178826,7674911,332
Honduras,HND,1994,0.259989859,3336.97,0.600971613,5552625,340
"Hong Kong SAR, China",HKG,1994,0.225106972,31283.177,5.183281473,6035400,344
Hungary,HUN,1994,0.643692639,58884.686,5.692996711,10343355,348
Iceland,ISL,1994,0.325902672,2009.516,7.553975062,266021,352
India,IND,1994,0.588786808,764730.848,0.811640203,942204249,356
Indonesia,IDN,1994,0.283294405,221413.46,1.141628552,193945272,360
"Iran, Islamic Rep.",IRN,1994,0.504104056,265230.443,4.440852037,59725125,364
Iraq,IRQ,1994,0.769309432,71334.151,3.640010259,19597239,368
Ireland,IRL,1994,0.535104246,32672.97,9.100127396,3590386,372
Isle of Man,IMN,1994,0,0,0,69818,833
Israel,ISR,1994,0.481054415,48400.733,8.964758844,5399000,376
Italy,ITA,1994,0.337776096,407378.031,7.16667249,56843400,380
Jamaica,JAM,1994,0.547940067,8195.745,3.261275447,2513049,388
Japan,JPN,1994,0.419198745,1173315.322,9.389452085,124961000,392
Jordan,JOR,1994,0.642875473,13633.906,3.101467645,4395953,400
Kazakhstan,KAZ,1994,1.962198141,199983.512,12.42504128,16095199,398
Kenya,KEN,1994,0.158998339,6556.596,0.246966852,26548486,404
Kiribati,KIR,1994,0.279438434,29.336,0.382621852,76671,296
"Korea, Dem. People’s Rep.",PRK,1994,0,0,0,21577982,408
"Korea, Rep.",KOR,1994,0.641875569,344037.94,7.706677234,44641540,410
Kuwait,KWT,1994,0.437751928,38906.87,0,0,414
Kyrgyz Republic,KGZ,1994,1.065824653,6226.566,1.379053842,4515100,417
Lao PDR,LAO,1994,0.04197784,275.025,0.058017501,4740380,418
Latvia,LVA,1994,0,10912.992,4.329277649,2520742,428
Lebanon,LBN,1994,0.501744277,12702.488,4.270260603,2974640,422
Lesotho,LSO,1994,0.84502008,1675.819,0.967419384,1732257,426
Liberia,LBR,1994,0.814344645,311.695,0.15484988,2012885,430
Libya,LBY,1994,0,44132.345,9.090075742,4855003,434
Liechtenstein,LIE,1994,0,0,0,30365,438
Lithuania,LTU,1994,0,17359.578,4.746758126,3657144,440
Luxembourg,LUX,1994,0.679952752,10190.593,25.29153813,402925,442
"Macao SAR, China",MAC,1994,0.099642776,1272.449,3.366623452,377960,446
"Macedonia, FYR",MKD,1994,1.13288568,10469.285,5.282973786,1981703,807
Madagascar,MDG,1994,0.09579137,1268.782,0.097101582,13066543,450
Malawi,MWI,1994,0.18422519,916.75,0.093574793,9796976,454
Malaysia,MYS,1994,0.483089222,94010.879,4.703626236,19986894,458
Maldives,MDV,1994,0,198.018,0.797068022,248433,462
Mali,MLI,1994,0.051893009,462.042,0.049398373,9353385,466
Malta,MLT,1994,0.539012775,2420.22,6.457415614,374797,470
Marshall Islands,MHL,1994,0.558301564,66.006,1.305111221,50575,584
Mauritania,MRT,1994,0.264160049,1144.104,0.505926631,2261403,478
Mauritius,MUS,1994,0.238919203,1624.481,1.459753641,1112846,480
Mexico,MEX,1994,0.429584818,352780.068,3.820068506,92349147,484
"Micronesia, Fed. Sts.",FSM,1994,0.456351527,102.676,0.968120916,106057,583
Moldova,MDA,1994,0,12090.099,3.275561907,3691000,498
Monaco,MCO,1994,0,0,0,30427,492
Mongolia,MNG,1994,1.213602553,7946.389,3.484500302,2280496,496
Montenegro,MNE,1994,0,0,0,611389,499
Morocco,MAR,1994,0.366874547,29640.361,1.111497643,26667048,504
Mozambique,MOZ,1994,0.258671102,1063.43,0.069884138,15217044,508
Myanmar,MMR,1994,0.233303056,6244.901,0.146208756,42712223,104
Namibia,NAM,1994,0.236153166,1584.144,0.985950241,1606718,516
Nauru,NRU,1994,0,110.01,11.16059653,9857,520
Nepal,NPL,1994,0.085046674,1697.821,0.081363417,20867130,524
Netherlands,NLD,1994,0.487142717,165323.028,10.74723845,15382838,528
New Caledonia,NCL,1994,0,1980.18,10.45049134,189482,540
New Zealand,NZL,1994,0.43260217,26681.092,7.370467403,3620000,554
Nicaragua,NIC,1994,0.277149355,2541.231,0.562129083,4520725,558
Niger,NER,1994,0.149487185,773.737,0.084545131,9151763,562
Nigeria,NGA,1994,0.16541045,35199.533,0.334101575,105355783,566
Northern Mariana Islands,MNP,1994,0,0,0,53380,580
Norway,NOR,1994,0.340033008,33905.082,7.818332417,4336613,578
Oman,OMN,1994,0.266417809,15306.058,7.124305771,2148428,512
Pakistan,PAK,1994,0.302312524,84839.712,0.708357907,119769556,586
Palau,PLW,1994,0,234.688,13.96453648,16806,585
Panama,PAN,1994,0.243696323,4338.061,1.616156946,2684183,591
Papua New Guinea,PNG,1994,0.191074512,2181.865,0.457355942,4770606,598
Paraguay,PRY,1994,0.162429602,3432.312,0.73793721,4651225,600
Peru,PER,1994,0.234014267,23289.117,0.986018289,23619356,604
Philippines,PHL,1994,0.290453833,54799.648,0.803087275,68236230,608
Poland,POL,1994,1.232686493,333972.025,8.664998584,38542652,616
Portugal,PRT,1994,0.351802178,47659.999,4.770042511,9991525,620
Puerto Rico,PRI,1994,0,0,0,3649237,630
Qatar,QAT,1994,0,30223.414,59.60108855,507095,634
Romania,ROU,1994,1.053416195,119140.83,5.241518875,22730211,642
Russian Federation,RUS,1994,1.996027971,1698378.384,11.44953608,148336000,643
Rwanda,RWA,1994,0.22233241,473.043,0.078773608,6005095,646
Samoa,WSM,1994,0.270729483,113.677,0.673489822,168788,882
San Marino,SMR,1994,0,0,0,25516,674
Sao Tome and Principe,STP,1994,0,47.671,0.384527276,123973,678
Saudi Arabia,SAU,1994,0.524393388,307961.994,16.81833217,18311090,682
Senegal,SEN,1994,0.37267753,3901.688,0.458365684,8512173,686
Serbia,SRB,1994,0,0,0,7734639,688
Seychelles,SYC,1994,0.246340592,201.685,2.717943535,74205,690
Sierra Leone,SLE,1994,0.16177179,513.38,0.119847204,4283621,694
Singapore,SGP,1994,0.583830325,61682.607,18.0408719,3419048,702
Sint Maarten (Dutch part),SXM,1994,0,0,0,0,534
Slovak Republic,SVK,1994,0.941941275,40421.341,7.560575842,5346331,703
Slovenia,SVN,1994,0,13340.546,6.705668873,1989443,705
Solomon Islands,SLB,1994,0.244965547,139.346,0.399014962,349225,90
Somalia,SOM,1994,0,630.724,0.083165589,7583954,706
South Africa,ZAF,1994,1.288040908,339168.164,8.228462083,41218901,710
South Sudan,SSD,1994,0,0,0,5431738,728
Spain,ESP,1994,0.380066364,233404.55,5.901638793,39549108,724
Sri Lanka,LKA,1994,0.10026468,5526.169,0.305341073,18098348,144
St. Kitts and Nevis,KNA,1994,0.251885066,121.011,2.855851604,42373,659
St. Lucia,LCA,1994,0.241785629,260.357,1.792512066,145247,662
St. Martin (French part),MAF,1994,0,0,0,33098,663
St. Vincent and the Grenadines,VCT,1994,0.255187196,121.011,1.119135477,108129,670
Sudan,SDN,1994,0.106194861,4147.377,0.141884602,23347885,729
Suriname,SUR,1994,0.678835997,2046.186,4.681951414,437037,740
Sweden,SWE,1994,0.289811648,54894.99,6.251746293,8780745,752
Switzerland,CHE,1994,0.201350347,41323.423,5.90858368,6993795,756
Syrian Arab Republic,SYR,1994,0,46647.907,3.344008619,13949697,760
Tajikistan,TJK,1994,0.395044273,2357.881,0.415132173,5679832,762
Tanzania,TZA,1994,0.087553673,2405.552,0.082748576,29070615,834
Thailand,THA,1994,0.377475119,139158.983,2.362564465,58901666,764
Timor-Leste,TLS,1994,0,0,0,856684,626
Togo,TGO,1994,0.244895342,832.409,0.199923288,4163642,768
Tonga,TON,1994,0.324938278,91.675,0.956612023,95833,776
Trinidad and Tobago,TTO,1994,1.582074944,17440.252,13.94865306,1250318,780
Tunisia,TUN,1994,0.408801537,15940.449,1.779744113,8956596,788
Turkey,TUR,1994,0.391956345,156848.591,2.724762548,57564132,792
Turkmenistan,TKM,1994,2.25067551,33534.715,8.149187905,4115099,795
Turks and Caicos Islands,TCA,1994,0,44.004,3.014592039,14597,796
Tuvalu,TUV,1994,0.396302523,7.334,0.798041349,9190,798
Uganda,UGA,1994,0.05869233,707.731,0.035550734,19907634,800
Ukraine,UKR,1994,2.08362211,441767.157,8.508441828,51921041,804
United Arab Emirates,ARE,1994,0.441788784,73130.981,31.40439759,2328686,784
United Kingdom,GBR,1994,0.482657234,546738.699,9.448399895,57865745,826
United States,USA,1994,0.697020776,5094354.081,19.36089205,263126000,840
Uruguay,URY,1994,0.151170546,4066.703,1.270206806,3201607,858
Uzbekistan,UZB,1994,2.951489576,108664.211,4.856066988,22377000,860
Vanuatu,VUT,1994,0.200838206,62.339,0.379634366,164208,548
"Venezuela, RB",VEN,1994,0.556350777,129965.814,5.981943678,21726352,862
Vietnam,VNM,1994,0.273679296,26230.051,0.35481937,73925082,704
Virgin Islands (U.S.),VIR,1994,0,0,0,107318,850
West Bank and Gaza,PSE,1994,0,0,0,2366298,275
"Yemen, Rep.",YEM,1994,0.247839224,9064.824,0.616961664,14692686,887
Zambia,ZMB,1994,0.18803786,2420.22,0.272053771,8896109,894
Zimbabwe,ZWE,1994,0.885976349,17795.951,1.600794661,11116948,716
Afghanistan,AFG,1995,0,1243.113,0.072698618,17099541,4
Albania,ALB,1995,0.235267822,2086.523,0.654537133,3187784,8
Algeria,DZA,1995,0.486461038,95294.329,3.296891314,28904298,12
American Samoa,ASM,1995,0,0,0,52868,16
Andorra,AND,1995,0,425.372,6.662051684,63850,20
Angola,AGO,1995,0.427907531,10975.331,0.769173426,14268994,24
Antigua and Barbuda,ATG,1995,0.310981208,275.025,3.735788316,73619,28
Argentina,ARG,1995,0.360979841,127963.632,3.656645582,34994814,32
Armenia,ARM,1995,0.66892411,3410.31,1.05997746,3217342,51
Aruba,ABW,1995,0,1668.485,20.77193616,80324,533
Australia,AUS,1995,0.74659605,281860.288,15.59651881,18072000,36
Austria,AUT,1995,0.317916602,59783.101,7.521516107,7948278,40
Azerbaijan,AZE,1995,1.7919906,33333.03,4.337414444,7685000,31
"Bahamas, The",BHS,1995,0.291983389,1683.153,6.00804212,280150,44
Bahrain,BHR,1995,0.840506203,14818.347,26.28769432,563699,48
Bangladesh,BGD,1995,0.183369646,22816.074,0.192205167,118706871,50
Barbados,BRB,1995,0.315829873,828.742,3.127812228,264959,52
Belarus,BLR,1995,1.49981364,60773.191,5.961662841,10194000,112
Belgium,BEL,1995,0.491836353,112327.544,11.08115205,10136811,56
Belize,BLZ,1995,0.403160229,377.701,1.824968714,206963,84
Benin,BEN,1995,0.203488066,1327.454,0.224780453,5905558,204
Bermuda,BMU,1995,0.290630306,531.715,8.899591604,59746,60
Bhutan,BTN,1995,0.229291417,249.356,0.484302076,514877,64
Bolivia,BOL,1995,0.434795698,9849.562,1.301696086,7566714,68
Bosnia and Herzegovina,BIH,1995,0.741700616,3428.645,0.892014022,3843712,70
Botswana,BWA,1995,0.299159398,3047.277,1.94206147,1569094,72
Brazil,BRA,1995,0.197175392,258347.484,1.591823026,162296612,76
British Virgin Islands,VGB,1995,0,84.341,4.577033701,18427,92
Brunei Darussalam,BRN,1995,0.256652494,4789.102,16.1145051,297192,96
Bulgaria,BGR,1995,1.297123003,58004.606,6.900326395,8406067,100
Burkina Faso,BFA,1995,0.095425637,627.057,0.062147134,10089878,854
Burundi,BDI,1995,0.063040131,238.355,0.039978645,5962058,108
Cabo Verde,CPV,1995,0.176011383,121.011,0.310980734,389127,132
Cambodia,KHM,1995,0.181854423,1551.141,0.1455984,10653558,116
Cameroon,CMR,1995,0.180723694,4228.051,0.314096492,13460994,120
Canada,CAN,1995,0.682143932,467637.842,15.93097506,29354000,124
Cayman Islands,CYM,1995,0,363.033,11.46226951,31672,136
Central African Republic,CAF,1995,0.112730076,234.688,0.069998303,3352767,140
Chad,TCD,1995,0.020705515,110.01,0.015714093,7000722,148
Chile,CHL,1995,0.396403203,41745.128,2.919931315,14296613,152
China,CHN,1995,1.474086447,3320285.15,2.755754966,1204855000,156
Colombia,COL,1995,0.258652025,59614.419,1.59218139,37441977,170
Comoros,COM,1995,0.147160508,73.34,0.154272035,475394,174
"Congo, Dem. Rep.",COD,1995,0.08838456,2123.193,0.051043515,41595744,180
"Congo, Rep.",COG,1995,0.167433967,1565.809,0.559366331,2799255,178
Costa Rica,CRI,1995,0.212145964,4866.109,1.385990192,3510926,188
Cote d'Ivoire,CIV,1995,0.21540374,6618.935,0.455196818,14540820,384
Croatia,HRV,1995,0.462450958,16985.544,3.637940458,4669000,191
Cuba,CUB,1995,0,25709.337,2.357347848,10906043,192
Curacao,CUW,1995,0,0,0,145139,531
Cyprus,CYP,1995,0.489809191,5383.156,6.293262441,855384,196
Czech Republic,CZE,1995,0.871951499,123830.923,11.99069327,10327253,203
Denmark,DNK,1995,0.482117795,57172.197,10.92454083,5233373,208
Djibouti,DJI,1995,0,304.361,0.482815345,630388,262
Dominica,DMA,1995,0.214677179,80.674,1.130394575,71368,212
Dominican Republic,DOM,1995,0.423669142,15885.444,2.012746149,7892423,214
Ecuador,ECU,1995,0.354428012,22841.743,1.996554109,11440583,218
"Egypt, Arab Rep.",EGY,1995,0.327460176,95723.368,1.502382335,63714386,818
El Salvador,SLV,1995,0.229105565,5027.457,0.895981815,5611115,222
Equatorial Guinea,GNQ,1995,0.203277469,128.345,0.254213453,504871,226
Eritrea,ERI,1995,0.261670207,935.085,0.302600934,3090159,232
Estonia,EST,1995,1.940930082,17520.926,12.19581745,1436634,233
Eswatini,SWZ,1995,0.115796624,454.708,0.473263724,960792,748
Ethiopia,ETH,1995,0.106715193,2563.233,0.044725848,57309880,231
Faroe Islands,FRO,1995,0,572.052,12.4251086,46040,234
Fiji,FJI,1995,0.214566628,762.736,0.983543478,775498,242
Finland,FIN,1995,0.527707288,52713.125,10.32014335,5107790,246
France,FRA,1995,0.282689757,349160.739,5.864118291,59541899,250
French Polynesia,PYF,1995,0,429.039,1.993712708,215196,258
Gabon,GAB,1995,0.293488858,4624.087,4.257369927,1086137,266
"Gambia, The",GMB,1995,0.177258333,198.018,0.185719123,1066223,270
Georgia,GEO,1995,0.290746522,2302.876,0.486454584,4734000,268
Germany,DEU,1995,0.448671281,864110.215,10.57946663,81678051,276
Ghana,GHA,1995,0.208990328,5276.813,0.314836872,16760467,288
Gibraltar,GIB,1995,0,275.025,9.122798288,30147,292
Greece,GRC,1995,0.484102626,78781.828,7.458879643,10562153,300
Greenland,GRL,1995,0,502.379,9.003207885,55800,304
Grenada,GRD,1995,0.288940687,150.347,1.499645903,100255,308
Guam,GUM,1995,0,0,0,145561,316
Guatemala,GTM,1995,0.168662304,7165.318,0.688410969,10408489,320
Guinea,GIN,1995,0.171437279,1290.784,0.163988773,7871173,324
Guinea-Bissau,GNB,1995,0.13504034,183.35,0.161240395,1137122,624
